tic,conm,fyear,sale,cogs,ni,at,sich
PNW,PINNACLE WEST CAPITAL CORP,2018,3691.247,2335.206,511.047,17664.202,4911
SO1,ALABAMA POWER CO,2018,6032.0,3791.0,945.0,26730.0,4911
HES,HESS CORP,2018,6323.0,3057.0,-282.0,21433.0,1311
AEP,AMERICAN ELECTRIC POWER CO,2018,16195.7,11170.4,1923.8,68802.8,4911
APA,APA CORP,2018,7331.0,2390.0,40.0,21582.0,1311
AEP1,APPALACHIAN POWER,2018,2967.5,2055.6,367.8,12290.5,4911
TREC,TRECORA RESOURCES,2018,287.932,246.496,-2.332,329.968,2911
PNW1,ARIZONA PUBLIC SERVICE CO,2018,3688.342,2277.88,570.265,17565.323,4911
ETR1,ENTERGY ARKANSAS,2018,2060.643,1662.345,252.707,10401.596,4911
BRN,BARNWELL INDUSTRIES,2018,9.206,5.986,-1.77,31.378,1311
BP,BP PLC,2018,298756.0,253705.0,9383.0,282176.0,2911
DUK8,PROGRESS ENERGY INC,2018,10728.0,7195.0,1027.0,52664.0,4911
CVX,CHEVRON CORP,2018,158902.0,119989.0,14824.0,253863.0,2911
NU1,CONNECTICUT LIGHT & POWER CO,2018,3096.174,2181.78,377.717,11409.719,4911
CLR,CONTINENTAL RESOURCES INC,2018,4709.586,974.826,988.317,15297.947,1311
AES5,DPL INC,2018,775.9,567.3,70.1,1883.1,4911
D,DOMINION ENERGY INC,2018,13581.0,7354.0,2447.0,77914.0,4911
EE.2,EL PASO ELECTRIC CO,2018,903.603,634.992,84.315,3628.502,4911
XOM,EXXON MOBIL CORP,2018,279332.0,225517.0,20840.0,346196.0,2911
NEE,NEXTERA ENERGY INC,2018,16727.0,8501.0,6638.0,103702.0,4911
FPL1,FLORIDA POWER & LIGHT CO,2018,11862.0,6072.0,2171.0,53484.0,4911
DUK9,DUKE ENERGY FLORIDA INC,2018,5021.0,3534.0,554.0,18801.0,4911
SO2,GEORGIA POWER,2018,8420.0,6208.0,793.0,40365.0,4911
HE1,HAWAIIAN ELECTRIC CO,2018,2546.525,2101.238,145.648,5967.503,4911
HE,HAWAIIAN ELECTRIC INDS,2018,2860.849,2271.864,203.664,13104.051,4911
HMENF,HEMISPHERE ENERGY CORP,2018,15.31,7.453,-4.854,59.197,1311
DINO,HF SINCLAIR CORP,2018,17714.666,15348.199,1097.96,10994.601,2911
4300A,HYDRO QUEBEC,2018,10328.06,4236.608,2339.258,56421.413,4911
IDA,IDACORP INC,2018,1370.752,908.64,226.801,6382.754,4911
IMO,IMPERIAL OIL LTD,2018,33297.0,27662.0,2314.0,41456.0,2911
AEP2,INDIANA MICHIGAN POWER CO,2018,2370.7,1700.4,261.3,10222.6,4911
AES4,IPALCO ENTERPRISES INC,2018,1450.505,981.815,134.025,4862.053,4911
ISRL.1,ISRAMCO INC,2018,79.36,39.048,17.934,111.614,1311
GPU3,JERSEY CENTRAL POWER & LIGHT,2018,1864.0,1519.0,170.0,7612.0,4911
PNRG,PRIMEENERGY RESOURCES CORP,2018,117.902,49.471,14.529,255.052,1311
AEP4,KENTUCKY POWER,2018,642.071,443.273,63.146,2412.431,4911
STSC,START SCIENTIFIC INC,2018,0.0,0.0,-0.017,0.0,1311
RRC,RANGE RESOURCES CORP,2018,3281.929,1822.157,-1746.481,9708.154,1311
ETR2,ENTERGY LOUISIANA LLC,2018,4296.32,3074.634,675.614,19651.815,4911
MRO,MARATHON OIL CORP,2018,5888.0,1791.0,1096.0,21321.0,1311
GPU1,METROPOLITAN EDISON,2018,847.0,555.0,168.0,3118.0,4911
MXC,MEXCO ENERGY CORP,2018,2.687,0.937,-0.013,9.45,1311
ETR6,SYSTEM ENERGY RESOURCES INC,2018,456.707,281.164,94.109,3848.814,4911
ETR,ENTERGY CORP,2018,11009.452,8249.816,862.555,48275.066,4911
EXCE,EXCO RESOURCES INC,2018,394.026,150.914,-182.697,1032.693,1311
ETR4,ENTERGY MISSISSSIPPI,2018,1335.112,1136.089,126.078,3946.804,4911
SO4,MISSISSIPPI POWER CO,2018,1265.0,866.0,236.0,4886.0,4911
AYE1,MONONGAHELA POWER,2018,1693.0,1328.0,136.0,4547.0,4911
MUR,MURPHY OIL CORP,2018,2544.652,627.966,411.094,11052.587,1311
NBL,NOBLE ENERGY INC,2018,4461.0,1773.0,-66.0,21010.0,1311
OXY,OCCIDENTAL PETROLEUM CORP,2018,17824.0,7465.0,4131.0,43854.0,1311
FE,FIRSTENERGY CORP,2018,11261.0,7567.0,1348.0,40063.0,4911
AEP5,OHIO POWER,2018,3063.4,2383.9,325.5,7435.9,4911
OTTR,OTTER TAIL CORP,2018,916.447,712.392,82.345,2052.517,4911
MEC2,PACIFICORP,2018,5026.0,2996.0,738.0,22313.0,4911
GDP,GOODRICH PETROLEUM CORP,2018,87.996,24.097,1.75,187.764,1311
ROCC,RANGER OIL CORPORATION,2018,441.009,78.052,224.785,1068.954,1311
FE4,PENNSYLVANIA ELECTRIC CO,2018,915.0,587.0,172.0,3621.0,4911
PPL,PPL CORP,2018,7785.0,3826.0,1827.0,43396.0,4911
PDCE,PDC ENERGY INC,2018,1548.659,270.546,2.023,4544.145,1311
EXC,EXELON CORP,2018,35985.0,27689.0,2010.0,119666.0,4911
COP,CONOCOPHILLIPS,2018,36417.0,20555.0,6257.0,69980.0,1311
NU4,PUBLIC SERVICE CO/N H,2018,1047.619,759.15,115.876,4127.356,4911
TXNM,TXNM ENERGY INC,2018,1436.613,956.879,86.17,6865.551,4911
AEP12,PUBLIC SERVICE CO OF OKLA,2018,1547.3,1240.8,83.2,4532.4,4911
EIX,EDISON INTERNATIONAL,2018,12657.0,8607.0,-302.0,56715.0,4911
SO,SOUTHERN CO,2018,23495.0,15111.0,2242.0,116914.0,4911
AEP13,SOUTHWESTERN ELECTRIC PWR CO,2018,1821.9,1304.7,147.2,7628.3,4911
NCE2,SOUTHWESTERN PUBLIC SVC CO,2018,1933.2,1411.9,213.3,6695.8,4911
SBOW,SILVERBOW RESOURCES INC,2018,257.286,52.885,74.615,777.52,1311
PNM2,TEXAS NEW MEXICO POWER CO,2018,344.648,181.962,51.591,1665.177,4911
FE3,TOLEDO EDISON CO,2018,469.311,278.707,107.525,1293.165,4911
UNTC,UNIT CORP,2018,843.281,576.387,-45.288,2698.053,1311
USEG,US ENERGY CORP,2018,5.539,2.157,-1.04,14.778,1311
D1,VIRGINIA ELECTRIC & POWER CO,2018,7834.0,4304.0,1282.0,36880.0,4911
GBR,NEW CONCEPT ENERGY INC,2018,0.682,0.597,-0.484,7.882,1311
OVV,OVINTIV INC,2018,5939.0,2784.0,1069.0,15344.0,1311
APC.1,ANADARKO PETROLEUM CORP,2018,13070.0,4966.0,615.0,40376.0,1311
ALTX,ALTEX INDUSTRIES INC,2018,0.064,0.005,-0.073,2.389,1311
SHEL,SHELL PLC,2018,388379.0,321369.0,23352.0,399194.0,2911
POR,PORTLAND GENERAL ELECTRIC CO,2018,1991.0,1273.0,212.0,8110.0,4911
CX2,CLEVELAND ELECTRIC ILLUM,2018,1062.0,633.0,208.0,4031.0,4911
JECFF,JURA ENERGY CORP,2018,11.903,6.173,0.009,53.889,1311
BRY,BERRY CORP,2018,586.557,254.512,147.102,1692.263,1311
PED,PEDEVCO CORP,2018,4.523,2.821,53.607,67.525,1311
SMC,SUMMIT MIDSTREAM CORP,2018,506.653,204.539,42.183,3020.562,1311
TGA,TRANSGLOBE ENERGY CORP,2018,169.176,53.298,15.677,318.296,1311
AEP10,AEP GENERATING CO,2018,359.948,289.289,30.438,667.2,4911
PXD,PIONEER NATURAL RESOURCES CO,2018,9379.0,5379.0,978.0,17903.0,1311
FTS,FORTIS INC,2018,8390.0,4812.0,1166.0,53051.0,4911
TAC,TRANSALTA CORP,2018,2249.0,1131.0,-198.0,9428.0,4911
ATE1,ATLANTIC CITY ELECTRIC CO,2018,1236.0,951.0,75.0,3699.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2018,12611.0,8488.0,-189.0,56574.0,4911
DVN,DEVON ENERGY CORP,2018,10734.0,6697.0,3064.0,19566.0,1311
CNQ,CANADIAN NATURAL RESOURCES,2018,21027.0,10507.0,2591.0,71559.0,1311
CPE,CALLON PETROLEUM CO/DE,2018,587.624,110.018,300.36,3979.173,1311
SU,SUNCOR ENERGY INC,2018,38542.0,26147.0,3293.0,89579.0,2911
VLO,VALERO ENERGY CORP,2018,111407.0,104635.0,3122.0,50155.0,2911
REPYY,REPSOL SA,2018,58793.926,53530.831,2680.205,69584.586,2911
CIN3,DUKE ENERGY INDIANA INC,2018,3059.0,1894.0,393.0,12535.0,4911
EOG,EOG RESOURCES INC,2018,17011.202,3360.008,3419.04,33934.474,1311
HGKGY,POWER ASSETS HOLDINGS LTD,2018,0.0,39.712,975.041,11675.596,4911
TALO,TALOS ENERGY INC,2018,891.288,228.28,221.54,2479.986,1311
PTRC,PETRO RIVER OIL CORP,2018,1.645,1.401,-5.105,10.017,1311
ORXPF,FORZA PETROLEUM LTD,2018,54.675,-34.197,43.753,812.976,1311
AEGG,AMERICAN ENERGY GROUP LTD,2018,0.0,0.0,-1.267,0.034,1311
JONEQ,JONES ENERGY INC,2018,236.357,1392.161,-1291.039,405.575,1311
AR,ANTERO RESOURCES CORP,2018,4139.626,2288.04,-397.517,15519.464,1311
EPEGQ,EP ENERGY CORP,2018,1324.0,1441.0,-1003.0,4181.0,1311
ALVOF,ALVOPETRO ENERGY LTD,2018,0.464,0.948,-4.34,65.372,1311
PHX,PHX MINERALS INC,2018,45.034,15.549,14.636,206.75,1311
FECOF,FEC RESOURCES INC,2018,0.0,0.0,-0.218,1.903,1311
AM.2,ANTERO MIDSTREAM PARTNERS LP,2018,1027.939,316.423,585.944,3546.417,1311
ERF,ENERPLUS CORP,2018,1380.968,449.01,378.279,3118.3,1311
PE,PARSLEY ENERGY INC,2018,1826.431,305.07,369.127,9391.363,1311
VVTMF,VVT MED INC,2018,1.744,16.447,-11.632,3.165,1311
MR,MONTAGE RESOURCES CORP,2018,515.145,194.082,18.826,1433.769,1311
CTRA,COTERRA ENERGY INC,2018,2188.148,773.217,557.043,4198.829,1311
DEN,DENBURY INC,2018,1453.734,647.208,322.698,4723.222,1311
PGHEF,PENGROWTH ENERGY CORP,2018,476.1,331.7,-559.3,1344.2,1311
OBE,OBSIDIAN ENERGY LTD,2018,382.0,301.0,-305.0,2650.0,1311
PTVRF,PETRO-VICTORY ENERGY CORP,2018,0.0,0.0,-1.151,0.726,1311
CRC,CALIFORNIA RESOURCES CORP,2018,3063.0,1460.0,328.0,7158.0,1311
HESM,HESS MIDSTREAM LP,2018,662.4,154.3,70.8,2819.7,1311
MCF,CONTANGO OIL & GAS CO,2018,77.087,127.452,-121.568,257.132,1311
DMMO,DOMMO ENERGIA SA,2018,139.041,174.492,-173.32,165.12,1311
PARR,PAR PACIFIC HOLDINGS INC,2018,3410.728,3228.947,39.427,1460.734,2911
ESTE,EARTHSTONE ENERGY INC,2018,165.356,28.582,42.325,1004.308,1311
RSRV,RESERVE PETROLEUM CO,2018,8.327,2.392,2.314,37.969,1311
BSM,BLACK STONE MINERALS LP,2018,609.568,82.779,295.536,1750.124,1311
AMNI,AMERICAN NOBLE GAS INC,2018,0.0,0.0,-0.288,0.001,1311
SSNY,SAMSON OIL & GAS LTD,2018,0.36,0.46,-6.039,35.473,1311
AXAS,ABRAXAS PETROLEUM CORP/NV,2018,149.167,36.323,57.821,425.89,1311
SPND,SPINDLETOP OIL & GAS CO,2018,6.474,2.736,0.264,24.398,1311
TTE,TOTALENERGIES SE,2018,184106.0,154097.0,11446.0,256762.0,2911
PPL5,KENTUCKY UTILITIES CO,2018,1760.0,1013.0,286.0,8540.0,4911
SM,SM ENERGY CO,2018,1640.155,505.695,508.407,6352.862,1311
EP,EMPIRE PETROLEUM CORP,2018,0.465,0.137,-1.017,1.997,1311
GPOR,GULFPORT ENERGY CORP,2018,1355.044,415.308,430.56,6051.036,1311
SDXEF,SDX ENERGY PLC,2018,53.679,17.018,0.112,138.107,1311
PRHRQ,PETROSHARE CORP,2018,20.404,14.044,-17.308,62.564,1311
PR,PERMIAN RESOURCES CORP,2018,891.045,197.46,199.899,4260.021,1311
NRIS,NORRIS INDUSTRIES INC,2018,0.499,0.28,-0.922,2.661,1311
EGY,VAALCO ENERGY INC,2018,104.943,40.415,98.232,166.312,1311
AAVVF,ADVANTAGE ENERGY LTD,2018,224.83,82.254,11.119,1771.197,1311
TRLM,TRULEUM INC,2018,0.002,0.003,-1.525,0.01,1311
XOG,EXTRACTION OIL & GAS INC,2018,1060.743,225.897,114.568,4166.027,1311
EXE,EXPAND ENERGY CORP,2018,10231.0,7219.0,873.0,10947.0,1311
YPF,YACIMIENTOS PETE FISCALES SA,2018,11575.401,7210.337,1025.563,26401.115,2911
SHIIY,SINOPEC SHANGHAI PETROCHEM,2018,13931.144,12800.612,775.874,6453.47,2911
YUMAQ,YUMA ENERGY INC,2018,21.471,17.61,-15.555,77.361,1311
ROYL,ROYALE ENERGY INC,2018,3.283,2.797,-23.504,21.759,1311
ENIAY,ENEL AMERICAS SA,2018,13184.062,9826.354,1201.381,27396.356,4911
BTE,BAYTEX ENERGY CORP,2018,1115.116,722.168,-325.309,6377.198,1311
WRD.2,WILDHORSE RES DVLPT,2018,947.386,138.726,146.508,3255.03,1311
LNG,CHENIERE ENERGY INC,2018,7987.0,5210.0,471.0,31987.0,1311
JAG.1,JAGGED PEAK ENERGY INC,2018,581.644,77.111,165.458,1767.141,1311
DWOG,DEEP WELL OIL & GAS INC,2018,0.0,0.0,-0.33,22.827,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2018,70.258,93.211,-50.427,753.285,1311
VET,VERMILION ENERGY INC,2018,1525.95,469.647,271.65,6270.671,1311
TELL,TELLURIAN INC,2018,10.286,54.662,-125.745,408.548,1311
AMRQQ,ALTA MESA RESOURCES INC,2018,510.025,1446.172,-1539.561,1357.83,1311
EOCCY,ENEL GENERACION CHILE SA,2018,2191.945,1353.028,445.333,5287.615,4911
HNPIY,HUANENG POWER INTERNATIONAL,2018,24391.635,19811.486,106.783,61051.674,4911
TGS,TRANSPORTADORA DE GAS DEL SU,2018,904.706,443.333,303.205,1645.21,1311
KEP,KEPCO-KOREA ELEC POWER CORP,2018,53925.298,45648.035,-1180.823,166401.822,4911
IPCFF,INTERNATIONAL PETROLEUM,2018,454.443,179.858,103.617,1283.083,1311
ROSEQ,ROSEHILL RESOURCES INC,2018,301.875,58.455,58.036,817.066,1311
MGY,MAGNOLIA OIL & GAS CORP,2018,882.404,128.573,257.648,3433.523,1311
UCM1,COMMONWEALTH EDISON CO,2018,5882.0,3801.0,664.0,31213.0,4911
RVRA,RIVIERA RESOURCES INC,2018,665.659,249.086,40.607,1592.834,1311
CRK,COMSTOCK RESOURCES INC,2018,390.251,79.041,-28.632,2187.84,1311
STR,SITIO ROYALTIES CORP,2018,97.199,7.504,90.125,291.235,1311
ROAN,ROAN RESOURCES INC,2018,517.821,65.179,-140.671,2749.109,1311
MNRL,BRIGHAM MINERALS INC,2018,67.264,7.48,33.362,554.026,1311
INDO,INDONESIA ENERGY CORP LTD,2018,5.856,2.54,0.146,9.877,1311
BEPC,BROOKFIELD RENEWABLE CORP,2018,2164.0,920.0,286.0,23368.0,4911
MNTK,MONTAUK RENEWABLES INC,2018,116.433,47.425,28.767,261.732,1311
E,ENI SPA,2018,87566.347,68803.766,4723.847,135524.962,2911
TGC,TENGASCO INC,2018,5.871,3.45,1.569,9.484,1311
EPM,EVOLUTION PETROLEUM CORP,2018,41.281,12.193,19.618,93.663,1311
ELPC,COPEL-CIA PARANAENSE ENERGIA,2018,3857.799,3058.509,363.458,9281.093,4911
EDPFY,EDP SA,2018,17491.843,14644.066,594.418,47658.606,4911
DTE1,DETROIT EDISON CO,2018,5298.0,3330.0,664.0,22529.0,4911
CRZO,CARRIZO OIL & GAS INC,2018,1065.942,223.207,404.427,3185.1,1311
AMEN,AMEN PROPERTIES INC,2018,4.607,1.488,5.177,14.273,1311
UNS1,TUCSON ELECTRIC POWER CO,2018,1432.618,960.112,188.323,5159.207,4911
SSLZY,SANTOS LTD,2018,3773.0,1664.0,630.0,17134.0,1311
SSL,SASOL LTD,2018,13233.432,8258.051,636.581,32032.152,2911
RWEOY,RWE AKTIENGESELLSCHAFT,2018,15562.593,14594.01,383.541,91715.456,4911
SSEZY,SSE PLC,2018,9547.941,8034.541,1835.071,33003.408,4911
TGRO,TIGER OIL AND ENERGY INC,2018,0.015,0.039,-1.62,0.013,1311
MRNFF,MEREN ENERGY INC,2018,0.0,49.59,-66.714,953.911,1311
XLEFF,XXL ENERGY CORP,2018,5.832,2.1,-1.64,12.854,1311
TAOIF,TAG OIL LTD,2018,30.096,77.539,-60.282,82.166,1311
FPPP,FIELDPOINT PETROLEUM CORP,2018,2.17,3.815,-3.252,4.686,1311
SNUYF,SERINUS ENERGY PLC,2018,7.849,3.864,-4.89,121.021,1311
FE1,OHIO EDISON CO,2018,1652.0,1019.0,345.0,3902.0,4911
CEIN,CAMBER ENERGY INC,2018,7.968,6.139,-15.118,137.21,1311
BXEFF,BELLATRIX EXPLORATION LTD,2018,217.377,126.951,-146.339,1235.743,1311
STMGF,STAMPER OIL & GAS CORP,2018,0.0,0.787,-4.713,0.092,1311
UPLCQ,ULTRA PETROLEUM CORP,2018,807.086,299.365,85.207,1733.288,1311
EAS2,NEW YORK ST ELEC & GAS CORP,2018,1694.292,1312.57,106.906,5558.918,4911
EPD,ENTERPRISE PRODCT PARTNRS LP,2018,36534.2,29784.6,4172.4,56969.8,1311
POM4,DELMARVA POWER & LIGHT CO,2018,1332.0,961.0,120.0,4588.0,4911
NST1,NSTAR ELECTRIC CO,2018,3112.926,2252.431,383.09,11070.459,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2018,2270.3,1454.5,328.0,9704.5,4911
AEE1,UNION ELECTRIC CO,2018,3589.0,2290.0,481.0,14291.0,4911
CGXEF,CGX ENERGY INC,2018,0.0,0.0,-6.056,38.465,1311
CNX,CNX RESOURCES CORP,2018,1740.492,714.89,796.533,8592.17,1311
DBRM,DAYBREAK OIL & GAS INC,2018,0.743,0.149,10.172,0.912,1311
9840B,OLD DOMINION ELECTRIC COOP,2018,932.568,801.39,13.279,2066.901,4911
PTCCY,PETROCHINA COMPANY LIMITED,2018,342198.986,276293.94,7646.447,353638.342,2911
NRG,NRG ENERGY INC,2018,9478.0,7956.0,268.0,10628.0,4911
SPOWF,STRATA PWR CORP,2018,0.0,0.0,0.014,0.103,1311
NS,NUSTAR ENERGY LP,2018,1961.757,1197.094,205.794,6349.14,2911
NOG,NORTHERN OIL & GAS INC,2018,678.924,111.948,143.689,1503.645,1311
TAT,TRANSATLANTIC PETROLEUM LTD,2018,70.789,15.734,-5.216,132.6,1311
CEO,CNOOC LTD,2018,32999.195,11031.67,7660.551,98690.801,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2018,194.578,132.289,26.77,562.754,4911
EXNT,ENXNET INC,2018,0.0,0.0,-0.162,0.111,1311
CEG1,BALTIMORE GAS & ELECTRIC CO,2018,3169.0,2210.0,313.0,9716.0,4911
BKH1,BLACK HILLS POWER INC,2018,298.08,180.096,45.645,1161.288,4911
PGN2,DUKE ENERGY PROGRESS INC,2018,5699.0,3652.0,667.0,30011.0,4911
CNL1,CLECO POWER LLC,2018,1241.596,800.555,162.257,4349.056,4911
IDA1,IDAHO POWER CO,2018,1366.582,904.069,222.334,6254.4,4911
SRP2,NEVADA POWER CO,2018,2184.0,1401.0,226.0,8302.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2018,2277.0,1231.0,430.0,11243.0,4911
VRN,VEREN INC,2018,3500.1,4761.4,-2616.9,12730.4,1311
EAS3,CENTRAL MAINE POWER CO,2018,847.797,494.474,129.717,4468.444,4911
AGIG,ABUNDIA GLOBAL IMPACT GRP IN,2018,2.356,0.911,-0.251,7.823,1311
XEC,CIMAREX ENERGY CO,2018,2339.017,688.043,791.851,6062.084,1311
QEP,QEP RESOURCES INC,2018,1932.6,2102.6,-1011.6,6117.8,1311
POM3,POTOMAC ELECTRIC POWER CO,2018,2239.0,1534.0,210.0,8299.0,4911
WLL,WHITING PETROLEUM CORP,2018,2092.768,531.823,342.494,7759.573,1311
CNP6,CENTERPOINT ENRG HOUSTON ELE,2018,3234.0,1692.0,336.0,10507.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2018,4101.0,2333.0,545.0,22752.0,4911
EXC2,EXELON GENERATION CO LLC,2018,20437.0,17733.0,370.0,47556.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2018,1823.1,1129.9,162.9,8120.5,4911
PEG3,PSEG POWER LLC,2018,4146.0,3247.0,365.0,12594.0,4911
SO6,SOUTHERN POWER CO,2018,2205.0,1316.0,187.0,14883.0,4911
VST,VISTRA CORP,2018,9144.0,6985.0,-54.0,26024.0,4911
WTI,W&T OFFSHORE INC,2018,580.706,177.476,248.827,848.866,1311
ORA,ORMAT TECHNOLOGIES INC,2018,719.267,378.103,97.966,3121.35,4911
HPR,HIGHPOINT RESOURCES CORP,2018,453.017,69.256,121.22,2252.46,1311
CEI.2,CAMBER ENERGY INC -OLD,2018,2.742,4.309,16.643,8.583,1311
ZNOG,ZION OIL & GAS INC,2018,0.0,0.0,-38.511,12.521,1311
GTE,GRAN TIERRA ENERGY INC,2018,613.431,174.702,102.616,1676.584,1311
CTARF,CENTAURUS ENERGY INC,2018,30.407,19.729,-3.172,61.722,1311
DCP,DCP MIDSTREAM LP,2018,9863.0,8772.0,298.0,14266.0,1311
CHAPQ,CHAPARRAL ENERGY INC,2018,247.362,89.045,33.442,1340.669,1311
CLMT,CALUMET INC,2018,3497.5,2942.9,-55.1,2087.5,2911
LGCYQ,LEGACY RESERVES INC,2018,554.861,297.795,43.833,1474.931,1311
DK,DELEK US HOLDINGS INC,2018,10233.1,9203.6,340.1,5760.6,2911
MLIXF,KINGSLAND ENERGY CORP,2018,0.052,0.068,0.966,0.711,1311
MPO,MIDSTATES PETROLEUM CO INC,2018,208.637,66.15,49.784,605.495,1311
FANG,DIAMONDBACK ENERGY INC,2018,2176.256,438.912,845.672,21595.687,1311
PSX,PHILLIPS 66,2018,111461.0,103235.0,5595.0,54302.0,2911
ROYTL,PACIFIC COAST OIL TRUST,2018,15.121,1.081,12.619,204.626,1311
BATL,BATTALION OIL CORP,2018,226.609,106.526,45.959,2083.609,1311
HRST,HARVEST OIL & GAS CORP,2018,249.631,125.948,-586.556,534.494,1311
GSPE,GULFSLOPE ENERGY INC,2018,0.0,0.0,-2.637,20.093,1311
REI,RING ENERGY INC,2018,120.065,47.605,9.0,567.066,1311
SD,SANDRIDGE ENERGY INC,2018,349.395,116.343,-9.075,1024.338,1311
CXO,CONCHO RESOURCES INC,2018,4151.0,950.0,2286.0,26294.0,1311
TCRRF,TERRACE ENERGY CORP,2018,0.0,0.0,-2.292,6.511,1311
FTMRQ,FORTEM RESOURCES INC,2018,0.0,0.0,-1.549,142.836,1311
CVI,CVR ENERGY INC,2018,7124.0,6206.0,289.0,3907.0,2911
EPSN,EPSILON ENERGY LTD,2018,29.684,7.946,6.662,87.898,1311
GRZZU,GRIZZLY ENERGY LLC,2018,460.287,215.675,-43.971,1520.102,1311
AREXQ,APPROACH RESOURCES INC,2018,114.035,30.052,-19.911,1084.647,1311
SRCI,SRC ENERGY INC,2018,645.641,112.256,260.022,2754.714,1311
BIP,BROOKFIELD INFRS PTRS LP,2018,4652.0,2431.0,410.0,36580.0,4911
ETR8,ENTERGY TEXAS INC,2018,1605.902,1270.942,162.235,4400.02,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2018,0.059,0.06,-0.77,0.251,1311
WES.3,WESTERN GAS PARTNERS LP,2018,1990.276,889.639,445.775,9236.282,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2018,7300.0,4429.0,1071.0,39960.0,4911
MMEX,MMEX RESOURCES CORP,2018,0.0,0.0,-3.987,0.626,2911
DENR,DISCOVERY ENERGY CORP,2018,0.0,0.0,-3.786,3.35,1311
CPXWF,CAPITAL POWER CORP,2018,1249.0,558.0,274.0,7660.0,4911
BKBEF.1,BLACKBIRD ENERGY INC,2018,19.304,12.073,-3.522,189.145,1311
CVE,CENOVUS ENERGY INC,2018,20844.0,16971.0,-2669.0,35174.0,2911
CHRD,CHORD ENERGY CORP,2018,2321.947,1445.62,-35.296,7626.142,1311
SOWG,SOW GOOD INC,2018,0.0,0.0,-0.344,142.866,1311
TRCH,TORCHLIGHT ENERGY RESOURCES,2018,1.282,0.946,-5.807,38.098,1311
LLEXQ,LILIS ENERGY INC,2018,70.216,20.944,-4.143,480.773,1311
VOC,VOC ENERGY TRUST,2018,12.939,0.0,12.07,70.013,1311
KOS,KOSMOS ENERGY LTD,2018,886.666,224.727,-93.991,4088.189,1311
CRBO,CARBON ENERGY CORP,2018,53.051,22.226,8.404,310.891,1311
MPC,MARATHON PETROLEUM CORP,2018,96504.0,86623.0,2780.0,92940.0,2911
GEEPF,GREENFIELDS PETROLEUM CORP,2018,30.962,23.719,-10.655,193.471,1311
SHPNF,SHOAL POINT ENERGY LTD,2018,0.0,0.0,-0.496,2.726,1311
WPX,WPX ENERGY INC,2018,2310.0,716.0,151.0,8203.0,1311
CIVI,CIVITAS RESOURCES INC,2018,276.657,79.478,168.186,1061.534,1311
MCEP,MID-CON ENERGY PARTNERS -LP,2018,72.788,60.125,-18.253,221.704,1311
MTDR,MATADOR RESOURCES CO,2018,899.599,200.348,274.207,3455.518,1311
VTLE,VITAL ENGY INC,2018,1105.775,443.996,324.595,2420.305,1311
SNECQ,SANCHEZ ENERGY CORP,2018,1056.914,368.577,85.205,2819.96,1311
HPMCF,AFRICA ENERGY CORP,2018,0.0,0.0,-13.085,44.3,1311
AMPY,AMPLIFY ENERGY CORP,2018,340.144,158.0,54.609,836.843,1311
PBF,PBF ENERGY INC,2018,27186.093,26379.625,128.315,8005.415,2911
ECAOF,ECO ATLANTIC OIL & GAS LTD,2018,0.0,0.0,4.174,26.686,1311
AXIA,AXIA ENERGIA SA,2018,6451.477,2411.914,3425.801,46808.353,4911
ENLAY,ENEL SPA,2018,86636.69,69885.694,5482.915,189393.539,4911
OGZPY,GAZPROM PJSC,2018,118431.521,79264.105,20970.885,299678.868,2911
LUKOY,PJSC LUKOIL,2018,107701.559,88825.285,8916.359,82548.651,2911
NGG,NATIONAL GRID,2018,19447.246,12828.957,1967.776,81996.715,4911
PAM,PAMPA ENERGIA SA,2018,2923.73,2161.776,224.034,5679.468,4911
EQNR,EQUINOR ASA,2018,78555.0,47386.0,7535.0,112508.0,2911
ENGIY,ENGIE SA,2018,69376.214,59476.285,1210.157,175973.049,4911
PBR,PETROLEO BRASILEIRO SA- PETR,2018,95584.0,51446.0,7173.0,222068.0,2911
LONE,LONESTAR RESOURCES US INC,2018,201.169,37.037,19.348,744.112,1311
CPL,CPFL ENERGIA SA,2018,11010.776,9641.08,531.612,10903.647,4911
SNDEQ,SUNDANCE ENERGY AUSTRALIA,2018,164.925,96.219,-28.139,802.079,1311
WENTF,WENTWORTH RESOURCES PLC,2018,16.224,43.888,-75.224,120.636,1311
GPRK,GEOPARK LTD,2018,601.161,169.278,72.415,862.66,1311
EC,ECOPETROL SA,2018,21124.504,10335.238,3504.556,38380.226,2911
VIST,VISTA ENERGY SAB DE CV,2018,375.799,162.238,-33.031,1086.142,1311
CSTPF,ARROW EXPLORATION CORP,2018,6.078,3.768,-0.665,76.962,1311
PNW,PINNACLE WEST CAPITAL CORP,2019,3471.209,2208.32,538.32,18479.247,4911
SO1,ALABAMA POWER CO,2019,6125.0,3739.0,1085.0,29152.0,4911
